communityname,state,population,householdsize,agePct12t21,agePct12t29,agePct16t24,agePct65up,pctUrban,medIncome,PctPopUnderPov,PopDens,LemasPctOfficDrugUn,murdPerPop,rapesPerPop,robbbPerPop,assaultPerPop,burglPerPop,larcPerPop,autoTheftPerPop,arsonsPerPop,ViolentCrimesPerPop,nonViolPerPop
WestHollywoodcity,CA,36118,1.6,4.58,23.07,7.61,15.91,100.0,29314,11.43,18541.1,0.0,14.44,75.11,1401.09,1016.87,1949.97,5309.68,2510.4,57.78,2507.51,9827.83
Rochestercity,NY,231636,2.47,13.87,31.43,15.28,10.4,100.0,22785,23.5,6248.1,5.41,27.74,68.91,709.86,365.33,2747.57,5860.05,1280.18,150.81,1171.84,10038.61
Normancity,OK,80071,2.51,20.19,37.58,23.27,7.38,92.66,25165,15.04,436.6,9.09,2.28,38.71,43.27,145.74,1184.17,3426.13,343.87,11.39,230,4965.56
TheColonycity,TX,22113,3.27,13.48,27.89,9.82,1.74,0.0,42743,2.85,1825.7,0.0,0.0,3.71,18.54,118.64,622.85,1953.81,159.42,92.69,140.88,2828.75
Gladstonecity,OR,10152,2.76,15.35,24.68,11.85,11.46,100.0,32069,3.89,4003.2,0.0,0.0,45.5,81.89,154.69,900.82,3475.89,609.65,63.69,282.07,5050.05
Lowellcity,MA,103439,2.79,15.34,32.56,16.73,10.69,100.0,29351,17.99,7247.1,10.73,6.21,50.74,312.7,904.97,2323.51,3236.76,2030.48,171.88,1274.62,7762.64
LaPortecity,TX,27910,3.05,15.23,27.41,11.98,4.85,100.0,41733,8.82,1397.2,0.0,3.17,69.83,47.61,263.46,577.7,1641.06,247.59,15.87,384.08,2482.22
Victoriacity,TX,55076,2.78,15.02,27.08,12.76,10.34,100.0,25576,18.88,1765.0,0.0,6.48,34.02,132.85,759.83,1808.05,4939.73,398.55,34.02,933.19,7180.35
Gainesvillecity,GA,17885,2.58,14.72,29.56,15.87,12.8,0.0,25689,18.74,760.4,0.0,15.09,40.25,236.44,940.74,1121.84,5911.06,699.27,55.34,1232.52,7787.5
Yarmouthtown,MA,21174,2.21,9.31,18.83,9.04,27.51,99.32,27222,9.5,842.7,0.0,0.0,40.09,40.09,365.24,1247.16,2636.85,249.43,31.18,445.41,4164.63
Soloncity,OH,18548,2.93,13.47,21.37,10.2,9.66,100.0,54005,2.48,877.0,0.0,0.0,0,24.32,34.05,243.19,1478.6,194.55,0,58.37,1916.34
Davenportcity,IA,95333,2.56,14.14,27.75,13.47,11.3,99.68,26218,15.59,1499.7,4.23,4.11,66.73,297.71,1197,1885.84,5698.59,426.03,67.75,1565.55,8078.23
Raleighcity,NC,207951,2.42,15.95,35.77,19.54,7.94,100.0,32451,11.8,2277.5,7.02,11.21,39.02,330.02,462.45,1223.37,3900.1,366.56,12.04,842.7,5502.07
Rexburgcity,ID,14302,4.18,47.87,63.14,53.34,4.21,0.0,19183,41.77,3247.5,0.0,0.0,6.72,0,47.01,302.22,3727.33,67.16,6.72,53.73,4103.43
Camdencity,NJ,87492,3.29,17.6,31.78,15.89,7.72,100.0,17386,36.56,9575.4,3.09,50.42,108.05,1985.69,1386.62,4848.97,4713.31,2180.18,367.36,3530.78,12109.83
Cranberrytownship,PA,14816,2.85,12.14,25.19,9.85,6.51,0.0,41006,2.54,627.3,0.0,0.0,6.64,0,0,212.38,1221.21,159.29,0,6.64,1592.89
ElMontecity,CA,106209,4.06,18.21,35.51,18.15,5.84,100.0,28034,22.51,10789.2,9.73,18.06,42.78,594.18,663.58,1290.08,2076.3,1139.87,70.35,1318.6,4576.61
Hudsontown,NH,19530,2.95,13.76,28.51,12.74,5.8,69.47,47859,2.89,666.9,0.0,0.0,30.4,15.2,45.6,339.5,1611.35,177.35,25.34,91.21,2153.53
Austincity,TX,465622,2.42,16.73,35.98,19.84,6.63,100.0,25414,17.93,2063.8,2.77,7.37,53.98,309.75,228.68,1683.8,7100.74,867.9,121.51,599.78,9773.95
OldBridgetownship,NJ,56475,2.83,12.59,26.78,12.12,8.07,97.18,47482,3.47,1434.0,3.45,1.7,5.1,50.98,83.28,540.44,1638.31,446.97,33.99,141.06,2659.71
Hannibalcity,MO,18004,2.54,13.68,24.53,11.65,15.89,0.0,20095,19.21,1534.6,0.0,0.0,49.29,38.33,569.52,1188.32,4736.87,169.76,54.76,657.14,6149.72
Worcestercity,MA,169759,2.66,16.02,30.98,17.13,14.03,100.0,28955,15.3,4362.9,4.85,7.22,46.3,377.65,,2047.03,3139.7,1017.5,,,
Greenwoodcity,SC,20807,2.57,17.23,30.4,17.51,14.83,0.0,18683,22.9,1592.2,0.0,21.53,81.83,271.33,2510.87,1322.19,4358.5,284.25,12.92,2885.57,5977.86
Snydercity,TX,12195,2.77,15.69,26.13,12.74,12.43,0.0,23497,18.61,1504.8,0.0,0.0,24.22,0,726.51,524.7,1977.72,32.29,8.07,750.73,2542.78
TarponSpringscity,FL,17906,2.42,11.58,20.95,10.0,21.35,100.0,25380,10.82,1990.4,0.0,5.08,45.73,162.61,772.4,1006.15,2871.08,142.28,0,985.82,4019.51
Keizercity,OR,21884,2.63,13.19,23.6,10.98,12.42,100.0,31063,7.05,2914.8,0.0,0.0,25.5,47.36,69.22,633.93,3053.05,353.4,40.08,142.09,4080.44
LincolnParkborough,NJ,10978,2.84,10.04,25.22,10.13,10.67,100.0,53781,1.6,1574.9,0.0,0.0,0,0,98.73,215.4,996.23,116.68,8.98,98.73,1337.28
Lackawannacity,NY,20585,2.43,11.99,26.07,12.85,16.81,100.0,21310,16.68,3246.0,0.0,0.0,14.91,174.01,1252.86,954.56,1924.03,676.15,,1441.78,
Englewoodcity,OH,11432,2.54,13.65,24.2,11.92,12.62,100.0,37087,3.14,2129.8,0.0,0.0,17.66,26.49,61.81,485.65,4927.15,317.88,61.81,105.96,5792.49
Roanokecity,VA,96397,2.35,11.78,25.45,12.17,15.0,100.0,22591,16.08,2168.8,5.79,11.27,32.78,222.3,312.45,120.88,4505.41,322.69,58.39,578.8,5007.38
KansasCitycity,MO,435146,2.45,12.71,27.17,12.5,11.44,99.63,26713,15.32,1348.3,3.83,34.34,115.59,873.3,1436.88,2717.1,5299.3,1904.84,118.28,2460.11,10039.52
Florencecity,AL,36426,2.44,15.39,27.79,15.85,14.84,100.0,21459,18.55,1496.5,0.0,10.79,24.28,80.94,491.02,930.77,3528.84,178.06,,607.03,
Cortlandcity,NY,19801,2.87,26.77,42.55,30.67,11.83,0.0,22550,20.2,4879.5,0.0,0.0,40.1,45.11,120.29,862.07,4029.67,150.36,75.18,205.49,5117.28
Norwalkcity,CA,94279,3.58,16.06,30.88,15.17,7.88,100.0,38124,9.29,9323.5,0.0,5.93,32.59,388.15,747.65,1065.68,1771.85,1157.53,20.74,1174.32,4015.8
Yonkerscity,NY,188082,2.61,12.05,25.74,12.25,14.86,100.0,36376,11.03,10040.9,5.92,10.37,18.56,465.18,243.51,918.34,2507.7,1019.9,48.59,737.62,4494.53
BocaRatoncity,FL,61492,2.34,11.1,21.72,11.1,18.96,100.0,42314,5.51,2183.4,6.45,10.38,31.14,121.6,197.22,1362.77,3548.55,570.91,10.38,360.34,5492.62
Hamburgtownship,MI,13083,2.95,12.77,23.78,10.61,6.89,0.0,48481,3.23,389.8,0.0,0.0,,14.88,81.83,409.17,1621.78,156.23,22.32,,2209.49
Northfieldcity,MN,14514,3.58,35.82,47.34,38.29,7.68,0.0,30613,10.89,2373.3,0.0,0.0,24.85,6.21,74.54,385.12,2639.92,155.29,37.27,105.6,3217.59
ThousandOakscity,CA,104352,2.86,14.83,26.2,13.3,8.12,100.0,56856,4.22,2032.4,0.0,2.69,19.72,58.28,225.03,581.86,1696.27,308.41,44.83,305.72,2631.37
Rosevillecity,MN,33485,2.47,12.44,26.35,13.71,15.06,100.0,37862,3.71,2440.2,0.0,0.0,,32.95,56.91,593.06,5181.81,401.37,26.96,,6203.2
Brunswickcity,GA,16433,2.67,14.56,26.49,12.94,14.0,100.0,17959,26.25,920.9,0.0,38.69,99.5,552.76,1398.49,2421.09,6771.32,641.2,0,2089.44,9833.62
Goldsborocity,NC,40709,3.03,13.16,31.68,14.42,10.03,100.0,19955,21.16,1868.8,0.0,13.1,43.66,451.9,969.28,1986.6,5280.85,440.98,26.2,1477.94,7734.63
SanJosecity,CA,782248,3.13,14.34,30.37,14.46,6.56,100.0,46206,9.31,4408.8,1.55,4.98,47.52,144.13,449.54,730.88,2600.49,487.82,38.65,646.17,3857.83
Oneontacity,NY,13954,3.19,40.03,53.37,45.54,10.44,0.0,20628,23.4,3079.0,0.0,0.0,15.35,15.35,99.75,544.77,2040.97,53.71,15.35,130.44,2654.8
Folsomcity,CA,29802,3.4,9.98,27.1,10.49,7.91,100.0,46726,5.17,1342.4,0.0,0.0,10.05,42.71,138.18,567.81,1922.01,266.32,0,190.95,2756.14
LongBeachcity,NY,33510,2.47,9.81,24.68,10.15,14.98,100.0,41495,8.31,15151.9,0.0,5.86,2.93,166.9,207.89,831.55,1601.62,603.17,,383.57,
Farmingtoncity,NM,33997,2.84,14.65,26.23,11.23,8.14,0.0,28911,15.23,1395.6,0.0,5.41,135.2,102.75,573.25,992.37,5502.68,267.7,37.86,816.61,6800.61
Tredyffrintownship,PA,28028,2.45,10.81,23.42,10.73,11.0,92.67,61144,1.8,1363.7,0.0,0.0,0,35.08,70.15,403.38,1346.94,147.32,21.05,105.23,1918.69
Shelbyvillecity,TN,14049,2.47,13.8,26.42,13.1,15.54,0.0,20099,19.77,984.4,0.0,6.28,31.4,81.63,464.68,1161.7,2361.07,138.15,18.84,583.99,3679.75
Maywoodcity,CA,27850,4.29,19.92,37.95,20.29,3.97,100.0,25567,21.26,23054.6,0.0,21.83,10.91,291.06,542.09,534.82,1302.48,800.41,32.74,865.9,2670.45
Webstertown,MA,16196,2.48,11.92,25.76,12.4,16.57,94.41,30067,9.27,1251.6,0.0,0.0,53.34,23.71,272.61,1179.33,2246.06,231.12,5.93,349.65,3662.44
Tiffincity,OH,18604,2.65,17.44,29.62,16.84,13.69,0.0,24215,10.69,2950.2,0.0,5.37,21.49,69.85,64.48,569.56,3229.27,53.73,16.12,161.19,3868.68
Hanovertownship,NJ,11538,3.04,13.43,23.75,12.47,12.71,100.0,60688,1.23,1044.2,0.0,0.0,0,33.47,58.57,284.5,1355.54,125.51,8.37,92.04,1773.91
Colchestertown,VT,14731,2.92,20.52,36.22,21.31,5.31,68.82,39308,4.44,384.7,0.0,0.0,19.63,0,6.54,765.51,2420.83,85.06,,26.17,
Spartanburgcity,SC,43467,2.6,16.06,28.38,15.86,13.9,100.0,22423,21.79,2319.0,24.17,21.82,91.64,696.01,2605.11,2526.56,8356.42,741.82,21.82,3414.57,11646.63
Goffstowntown,NH,14621,3.07,19.02,30.98,18.54,10.06,60.79,42160,3.14,382.5,0.0,13.54,20.3,27.07,94.75,392.55,1807.11,40.61,20.3,155.67,2260.58
Austincity,MN,21907,2.34,12.34,21.86,10.27,19.67,0.0,22257,10.27,2182.7,0.0,0.0,,22.77,154.84,610.26,2941.98,186.72,9.11,,3748.06
Hanfordcity,CA,30897,2.85,14.67,28.08,12.69,9.82,0.0,26629,15.65,2583.4,0.0,2.93,14.64,111.28,547.6,957.57,3759.99,553.46,23.43,676.45,5294.44
Charlottecity,NC,395934,2.49,13.02,28.82,13.38,8.89,100.0,31873,10.83,2193.2,6.88,22.42,65.42,593.04,1106.32,1964.73,4846.13,546.18,71.49,1787.2,7428.52
Anacortescity,WA,11451,2.45,10.52,19.07,8.23,19.35,0.0,28919,11.56,1016.2,0.0,0.0,15.29,0,53.51,267.54,3210.52,191.1,61.15,68.8,3730.32
Concordcity,NC,27347,2.53,13.47,26.57,13.92,15.07,100.0,25473,12.13,1210.5,0.0,12.72,15.9,187.66,512.09,1529.9,3826.34,248.09,50.89,728.37,5655.22
Chattanoogacity,TN,152466,2.45,13.77,26.7,13.56,13.57,100.0,22197,18.18,1242.6,7.01,24.57,99.59,458.48,1378.03,2033.1,5113.13,1458.22,62.08,1960.67,8666.52
MillValleycity,CA,13038,2.19,8.09,16.37,6.94,11.78,100.0,55748,3.28,2693.8,0.0,0.0,30.18,75.44,181.05,1372.96,2783.65,113.16,7.54,286.66,4277.31
SugarLandcity,TX,24529,3.03,13.03,21.25,8.89,6.08,100.0,56571,2.5,1929.6,0.0,0.0,0,50.87,165.33,712.2,2508.58,397.43,15.9,216.2,3634.11
Portlandcity,TX,12224,2.97,17.03,27.62,12.94,5.49,100.0,37952,7.03,2007.9,0.0,14.39,0,0,71.95,647.58,2403.22,79.15,14.39,86.34,3144.34
Fallstownship,PA,34997,2.79,13.23,26.68,12.0,10.25,100.0,40287,4.28,1516.5,0.0,0.0,8.43,61.8,67.42,488.82,1899.09,379.26,11.24,137.66,2778.4
Peterstownship,PA,14467,2.93,12.69,20.11,9.47,9.68,84.41,53045,2.51,712.7,0.0,0.0,0,13.59,6.8,237.88,1135.05,129.14,47.58,20.39,1549.65
Huntingtoncity,IN,16389,2.67,15.65,28.66,14.42,12.87,0.0,25855,8.8,2151.9,0.0,0.0,17.55,35.1,936.06,544.08,2269.94,152.11,17.55,988.71,2983.68
Gaffneycity,SC,13145,2.61,16.78,28.54,15.37,13.47,0.0,21515,20.75,1720.5,0.0,6.25,18.75,124.99,243.73,1012.44,1824.89,212.49,0,393.73,3049.81
DesMoinescity,WA,17283,2.45,10.87,27.8,12.06,13.15,100.0,32145,7.42,4904.4,0.0,0.0,219.67,203.97,141.21,998.95,3195.61,732.22,52.3,564.85,4979.08
Radfordcity,VA,15940,3.06,41.84,57.65,49.62,7.97,0.0,19487,32.21,1567.0,0.0,0.0,25.08,18.81,319.81,369.98,2125.79,87.79,43.9,363.7,2627.45
Bristoltown,RI,21625,2.9,17.15,29.94,17.41,14.68,100.0,34165,5.8,2065.2,0.0,0.0,0,0,116.1,334.37,1332.84,69.66,0,116.1,1736.87
Ridgewoodvillage,NJ,24152,2.89,13.64,22.18,10.86,11.06,100.0,75221,2.1,4033.9,0.0,0.0,16.17,36.38,28.29,250.6,897.3,76.8,16.17,80.84,1240.86
Enniscity,TX,13883,3.0,14.88,27.28,12.84,11.73,0.0,25679,16.54,804.2,0.0,34.31,6.86,41.18,178.44,1152.98,3383.43,336.28,6.86,260.79,4879.56
Wauwatosacity,WI,49366,2.49,10.24,21.23,8.72,16.66,100.0,40041,3.29,3598.8,0.0,6.24,12.48,122.72,24.96,773.74,2986.81,418.07,,166.4,
HarperWoodscity,MI,14903,2.27,8.56,19.67,8.06,24.63,100.0,33098,4.42,5560.8,0.0,0.0,,299.82,146.42,543.86,12187.98,1673.41,34.86,,14440.11
Ardmorecity,OK,23079,2.49,13.15,23.15,10.3,16.92,0.0,20463,22.03,457.6,0.0,12.64,16.85,160.07,534.96,2788.54,6065.71,585.51,8.42,724.52,9448.19
NewOrleanscity,LA,496938,2.64,15.53,28.67,14.45,11.67,99.96,18477,31.63,2655.3,5.08,80.35,60.62,1053.46,844.56,2274.93,4478.87,1941.75,,2038.98,
Prichardcity,AL,34311,3.09,18.76,29.24,14.23,10.16,100.0,11576,44.08,1304.6,0.0,20.88,107.36,1049.77,1804.3,4849.24,4559.96,1309.24,,2982.31,
MontereyParkcity,CA,60738,3.11,13.89,28.54,14.13,12.85,100.0,32605,16.42,7676.7,5.71,10.31,15.46,508.49,359.03,1302.14,1602.76,1169.86,3.44,893.29,4078.2
Downeycity,CA,91444,2.77,14.0,28.25,13.72,12.31,100.0,36991,8.05,7097.5,5.71,2.99,27.89,317.76,166.35,823.78,1721.27,1152.49,45.82,514.99,3743.36
Hopewellcity,VA,23101,2.56,14.05,27.69,13.25,11.83,100.0,26934,14.41,2176.1,0.0,8.1,48.58,166,485.85,931.21,4085.19,149.8,133.61,708.53,5299.81
Wakefieldtown,MA,24825,2.67,11.38,24.48,11.5,13.95,100.0,43960,4.16,3208.9,0.0,0.0,11.66,23.31,34.97,543.96,1227.8,349.69,0,69.94,2121.46
Edmondcity,OK,52315,2.79,15.61,28.32,13.89,6.07,98.41,37644,7.33,592.2,0.0,1.62,21.1,34.09,103.9,608.78,2396.14,259.74,34.09,160.72,3298.75
Waynecity,MI,19899,2.79,14.58,27.85,13.2,10.82,100.0,31250,9.58,3191.0,0.0,5.16,,299,572.22,1000.1,4175.69,840.29,72.17,,6088.26
Weymouthtown,MA,54063,2.6,11.77,27.13,12.98,12.43,100.0,41586,4.13,3067.4,0.0,1.8,10.77,39.5,389.64,608.71,1502.91,682.32,19.75,441.72,2813.69
Mobilecity,AL,196278,2.6,15.09,27.92,13.99,12.37,100.0,22446,22.43,1605.1,4.93,20.37,59.18,575.34,422.05,2369.29,4815.22,745.62,25.23,1076.95,7955.35
Andovercity,MN,15216,3.43,16.73,28.64,12.22,1.66,100.0,46515,3.64,430.2,0.0,0.0,,14.86,79.26,921.43,1813.14,168.43,4.95,,2907.96
Gadsdencity,AL,42523,2.43,13.85,24.64,12.79,18.57,100.0,19187,20.44,1154.8,4.04,19.18,85.24,398.51,1683.54,2075.65,5824.19,916.36,,2186.47,
Rutlandcity,VT,18230,2.42,11.72,25.35,12.55,15.23,0.0,25434,12.1,2307.7,0.0,5.67,51.02,5.67,73.7,1054.48,3503.6,102.05,,136.06,
Appletoncity,WI,56177,2.62,13.79,27.16,12.77,11.21,100.0,32375,7.09,3705.5,0.0,2.85,12.83,15.68,32.78,530.25,3117.38,124.01,35.64,64.14,3807.28
Portagecity,MI,41042,2.65,14.01,26.19,12.25,7.9,100.0,39045,4.21,1230.1,0.0,0.0,,44.43,210.46,650.09,4410.35,149.66,30.4,,5240.51
Terrellcity,TX,12490,3.0,15.14,27.04,13.39,13.28,0.0,21633,23.22,683.3,0.0,22.6,97.93,293.79,436.91,1521.66,4301.32,572.5,15.07,851.22,6410.55
Kerrvillecity,TX,17384,2.44,11.9,20.75,10.71,25.51,0.0,22186,15.11,1081.1,0.0,0.0,15.5,56.85,170.54,780.36,3379.84,180.88,41.34,242.89,4382.43
Barnegattownship,NJ,12235,2.94,14.66,24.59,10.53,12.81,0.0,36469,5.43,351.2,0.0,0.0,15.87,0,87.31,230.18,1381.06,39.69,39.69,103.18,1690.61
Columbiacity,SC,98052,2.89,21.95,39.87,25.32,10.63,97.73,23216,21.17,808.0,18.39,21.06,89.99,637.58,1361.33,2000.82,7003.84,720.87,12.45,2109.96,9737.98
Cloviscity,CA,50323,2.76,14.74,29.59,13.43,7.21,100.0,31699,10.34,3393.8,0.0,3.3,28.06,113.89,257.49,1185.13,3043.71,597.52,47.87,402.75,4874.22
Owossocity,MI,16322,2.52,14.78,27.86,13.49,12.55,0.0,23220,15.71,3241.1,0.0,0.0,,29.92,460.77,670.22,2579.14,191.49,41.89,,3482.74
NewSmyrnaBeachcity,FL,16543,2.1,7.94,15.9,7.56,31.81,100.0,23630,14.01,1089.5,0.0,11.08,38.78,138.51,371.21,1263.23,3058.34,448.78,0,559.59,4770.35
Danburytown,CT,65585,2.72,13.01,28.95,13.89,10.16,100.0,43832,5.76,1502.8,20.74,1.55,18.55,109.78,136.06,844.22,3718.59,620.02,18.55,265.95,5201.39
Lexingtoncity,NC,16581,2.37,14.05,25.8,13.25,15.8,0.0,21011,18.55,1334.2,0.0,10.6,47.69,259.63,694.11,2347.27,5129.02,381.5,42.39,1012.03,7900.17
Mundytownship,MI,11511,2.75,14.78,26.35,12.8,8.7,50.33,43937,3.77,311.3,0.0,0.0,,50.73,160.65,634.14,3280.63,152.19,16.91,,4083.88
Columbuscity,OH,632270,2.46,15.17,34.21,17.87,8.22,100.0,26630,17.26,3224.5,2.97,16.44,103.02,608.55,390.78,2043.9,4548.25,1106.89,161.1,1118.78,7860.14
Haverhillcity,MA,51418,2.63,12.13,27.84,12.58,12.17,100.0,36945,8.83,1489.1,4.4,0.0,41.31,108.92,422.53,1451.62,2069.44,922.05,56.34,572.76,4499.45
Commercecity,CA,12135,3.73,18.98,33.35,16.88,9.05,100.0,27415,17.53,1793.0,0.0,8.05,64.42,1095.18,1417.3,2029.31,6756.32,4968.59,48.32,2584.96,13802.54
Alpenacity,MI,11354,2.41,13.26,23.23,10.89,16.88,0.0,20472,13.45,1289.1,0.0,0.0,,17.62,132.18,907.65,4229.82,140.99,61.68,,5340.15
Elizabethtowncity,KY,18167,2.48,13.64,27.11,12.64,12.92,0.0,23420,14.7,843.3,0.0,0.0,10.24,66.53,373.61,762.58,3674.7,153.54,10.24,450.38,4601.05
Oxnardcity,CA,142216,3.62,16.52,31.94,15.84,7.12,100.0,37174,12.52,5616.7,4.14,10.91,37.52,316.52,619.39,1101.67,3018.5,783.1,38.2,984.34,4941.47
Bellefontainecity,OH,12142,2.55,15.15,28.5,14.02,11.75,0.0,25221,13.44,1918.9,0.0,0.0,63,39.38,157.51,574.89,2331.08,110.25,0,259.88,3016.22
Winchestercity,VA,21947,2.42,13.15,28.4,14.54,13.71,0.0,26086,11.3,2270.1,0.0,0.0,41.61,99.85,570,898.69,6215.94,224.67,29.12,711.46,7368.42
RichmondHeightscity,MO,10448,2.21,9.66,27.16,11.09,14.94,100.0,32237,7.31,4434.6,0.0,0.0,18.97,350.94,379.4,673.43,10822.35,844.16,9.48,749.31,12349.43
DanaPointcity,CA,31896,2.51,11.79,26.16,12.63,9.11,100.0,54516,7.17,4630.7,0.0,5.95,38.66,104.1,365.82,1106.39,2456.65,383.67,20.82,514.53,3967.52
Houstoncity,TX,1630553,2.64,14.4,30.53,14.73,7.54,100.0,26261,20.74,2915.3,3.36,25.72,63.94,,,1558.06,3550.01,1586.72,89.31,,6784.1
Danverstown,MA,24174,2.74,11.56,24.23,11.54,12.83,100.0,43759,4.59,1756.9,0.0,0.0,3.91,35.15,234.36,628.86,3163.82,1093.66,0,273.42,4886.34
Greenwoodcity,MS,18906,2.69,15.46,26.8,12.32,14.39,0.0,15938,37.31,1976.8,0.0,21.07,52.68,242.33,173.85,4067.01,6606.26,479.4,36.88,489.94,11189.55
ClevelandHeightscity,OH,54052,2.57,13.84,26.73,12.78,10.88,100.0,36043,8.46,6420.1,0.0,0.0,1.86,52.2,3.73,244.2,1783.98,436.21,0,57.79,2464.39
Cambridgecity,MA,95802,2.43,16.46,37.35,21.42,9.16,100.0,33140,10.7,14370.9,4.06,2.13,28.77,269.58,685.14,989.88,3799.68,1031.43,22.38,985.62,5843.37
Dunkirkcity,NY,13989,2.48,13.4,24.92,12.38,17.24,0.0,20742,18.67,2980.2,0.0,0.0,21.62,93.69,144.13,763.91,3617.76,115.31,36.03,259.44,4533.01
NorthHuntingdontownship,PA,28158,2.76,13.69,23.25,11.6,13.24,90.4,32066,5.32,991.0,0.0,0.0,3.49,24.44,73.32,265.36,984.64,132.68,3.49,101.26,1386.17
NewBritaintown,CT,75491,2.5,13.43,30.11,15.54,15.26,100.0,30121,12.8,5462.9,7.04,5.72,30.05,307.64,384.91,1549.64,4099.47,1001.62,1.43,728.32,6652.17
Springvillecity,UT,13950,3.33,18.0,30.75,14.39,9.41,100.0,25341,12.97,1392.8,0.0,0.0,80.66,18.61,155.12,477.76,2953.4,186.14,6.2,254.39,3623.5
Athenscity,OH,21265,3.67,48.66,69.67,61.34,4.91,0.0,14350,44.66,3029.0,0.0,4.7,42.31,47.01,145.73,329.07,2406.92,112.82,0,239.75,2848.82
VestaviaHillscity,AL,19749,2.56,12.75,21.28,10.31,14.36,100.0,49858,2.59,2158.8,0.0,0.0,0,34.98,0,199.86,794.44,129.91,,34.98,
Hilltowntownship,PA,10582,2.97,12.97,23.99,11.1,9.22,17.13,44717,3.11,379.5,0.0,0.0,18.59,0,37.17,390.3,1589.07,111.51,0,55.76,2090.88
Baltimorecity,MD,736014,2.66,13.23,27.66,13.55,12.39,100.0,24045,21.87,8791.5,3.5,49.56,93.79,1737.69,1200.21,2513.45,5820.06,1491.56,76.52,3081.26,9901.59
ElCerritocity,CA,22869,2.3,8.57,20.18,9.56,19.73,100.0,39538,5.17,6069.3,0.0,4.41,35.32,613.61,256.04,1483.25,4710.19,1090.36,39.73,909.37,7323.53
Watertowncity,WI,12388,2.8,15.46,29.25,15.68,12.48,0.0,26873,10.81,1902.7,0.0,0.0,23.98,43.16,38.36,556.27,3155.42,143.86,23.98,105.5,3879.54
Elgincity,IL,77010,2.87,13.77,29.21,13.4,9.34,100.0,35554,7.83,3388.3,0.0,9.79,,127.31,310.92,933.98,2899.88,292.56,31.83,,4158.25
McAllencity,TX,84021,3.37,18.82,30.81,15.39,9.52,100.0,22068,32.75,2501.5,0.0,8.24,28.84,139.04,563.38,2145.37,7936.72,1400.72,20.6,739.5,11503.4
Olympiacity,WA,33840,2.26,12.81,25.73,12.75,12.81,100.0,27785,13.01,2024.4,0.0,0.0,81.73,91.63,148.6,775.17,5800.19,344.25,19.81,321.96,6939.42
Fairfieldtown,CT,53418,2.76,14.0,24.96,14.22,15.01,91.77,55752,3.61,1716.6,1.01,5.53,1.84,64.54,,933.1,2176,697.06,7.38,,3813.53
Ringwoodborough,NJ,12623,3.19,14.79,25.61,12.91,5.56,100.0,60026,1.74,487.8,0.0,0.0,7.51,0,7.51,232.96,759,60.12,7.51,15.03,1059.59
NorthLauderdalecity,FL,26506,2.92,14.05,30.97,13.46,6.13,100.0,36297,6.68,6633.1,0.0,3.59,10.78,136.54,291.04,1113.87,3187.09,585.68,28.74,441.95,4915.38
NewBraunfelscity,TX,27334,2.73,14.16,25.06,12.17,15.71,0.0,26409,14.93,1037.3,0.0,3.15,15.75,69.32,1638.36,831.78,4102.21,330.82,28.36,1726.58,5293.17
YorbaLindacity,CA,52422,3.13,14.64,24.72,11.74,4.73,100.0,67892,1.9,2889.9,0.0,0.0,8.09,32.36,103.55,402.87,1436.75,226.52,37.21,144,2103.36
Bloomfieldtownship,NJ,45061,2.44,10.59,24.97,11.61,16.34,100.0,39822,5.72,8173.9,0.0,0.0,6.56,209.9,157.42,981.7,2000.57,1316.22,10.93,373.88,4309.42
LauderdaleLakescity,FL,27341,2.29,10.47,22.1,10.09,27.04,100.0,20731,14.17,7341.8,0.0,10.69,74.82,566.5,652.01,1179.32,3505.9,1464.35,10.69,1304.02,6160.26
Winonacity,MN,25399,2.72,25.2,39.16,28.26,13.71,0.0,22497,17.15,2065.6,0.0,0.0,,7.73,42.52,490.9,5109.97,139.15,15.46,,5755.48
HoffmanEstatesvillage,IL,46561,2.92,14.01,29.01,12.82,3.91,100.0,49475,2.02,2406.0,0.0,0.0,,48.31,107.13,474.72,1985,121.83,23.11,,2604.66
GooseCreekcity,SC,24692,3.34,13.96,30.62,11.34,1.98,100.0,30007,8.96,761.2,0.0,3.63,21.8,25.44,181.68,363.36,1929.44,109.01,3.63,232.55,2405.44
Medfordcity,OR,46951,2.49,12.53,24.15,11.38,15.22,100.0,25677,14.42,2479.5,0.0,1.87,65.36,72.83,384.7,1193.32,6482.03,360.42,82.17,524.76,8117.95
PinellasParkcity,FL,43426,2.39,10.77,23.15,10.32,20.76,100.0,26109,9.28,3021.6,0.0,4.37,48.08,131.13,255.7,1210.77,4917.39,354.05,39.34,439.29,6521.55
Bethanycity,OK,20075,2.61,15.67,27.79,15.03,11.06,100.0,27235,8.67,3714.8,0.0,0.0,14.93,34.84,104.53,935.84,3225.65,318.58,34.84,154.31,4514.91
Mustangcity,OK,10434,2.99,16.92,28.61,12.86,4.48,100.0,36512,3.86,839.0,0.0,0.0,51.51,0,120.19,549.45,2154.88,120.19,17.17,171.7,2841.69
Secaucustown,NJ,14061,2.61,11.02,24.24,11.9,15.11,100.0,51814,5.18,2304.9,0.0,0.0,32.36,103.57,135.93,511.36,5068.29,1378.73,6.47,271.86,6964.85
